1681202085941668608,-0.38083,-0.03770,0.04063,0.98954,0.00418,0.05277,-0.13419,0.00936,-0.00176,0.00058,
1681202086008361472,-0.38007,-0.03897,0.04159,0.98903,0.00663,0.05141,-0.13833,0.00618,0.00637,-0.00136,
1681202086075054592,-0.37962,-0.03955,0.04176,0.98875,0.00783,0.05040,-0.14061,0.00565,0.01263,-0.00376,
1681202086141747456,-0.37921,-0.04009,0.04251,0.98899,0.00636,0.04957,-0.13929,0.00464,0.01502,-0.00510,
1681202086208440832,-0.37908,-0.04010,0.04280,0.98934,0.00459,0.04861,-0.13721,0.00796,0.00981,-0.00438,
1681202086275133696,-0.37867,-0.04042,0.04284,0.98950,0.00398,0.04758,-0.13640,0.01048,0.00349,-0.00506,
1681202086341826304,-0.37812,-0.04070,0.04268,0.98968,0.00334,0.04656,-0.13549,0.01309,0.00215,-0.00458,
1681202086408518656,-0.37770,-0.04088,0.04274,0.98992,0.00241,0.04604,-0.13394,0.01305,-0.00029,0.00042,
1681202086475217152,-0.37747,-0.04132,0.04294,0.98975,0.00372,0.04534,-0.13539,0.01215,-0.00158,0.00365,
1681202086541915392,-0.37752,-0.04194,0.04317,0.98956,0.00510,0.04471,-0.13690,0.00965,0.00022,0.00114,
1681202086608613888,-0.37751,-0.04241,0.04322,0.98965,0.00500,0.04429,-0.13642,0.00971,0.00178,0.00031,
1681202086675312640,-0.37741,-0.04274,0.04334,0.98961,0.00553,0.04399,-0.13678,0.01119,0.00038,0.00278,
1681202086742011392,-0.37743,-0.04310,0.04349,0.98940,0.00695,0.04340,-0.13841,0.00790,0.00350,0.00220,
1681202086808709888,-0.37767,-0.04334,0.04356,0.98938,0.00732,0.04294,-0.13868,0.00642,0.00886,-0.00012,
1681202086875408384,-0.37768,-0.04340,0.04356,0.98950,0.00685,0.04265,-0.13793,0.00884,0.00969,-0.00038,
1681202086942107136,-0.37741,-0.04351,0.04364,0.98953,0.00678,0.04240,-0.13781,0.01256,0.00601,0.00159,
1681202087008805888,-0.37734,-0.04370,0.04381,0.98938,0.00776,0.04212,-0.13893,0.01130,0.00557,0.00156,
1681202087075504640,-0.37746,-0.04412,0.04394,0.98935,0.00821,0.04172,-0.13922,0.00851,0.00731,-0.00008,
1681202087142203392,-0.37749,-0.04431,0.04398,0.98937,0.00824,0.04153,-0.13914,0.01031,0.00858,-0.00031,
1681202087208902144,-0.37745,-0.04443,0.04407,0.98934,0.00848,0.04133,-0.13940,0.01317,0.00769,0.00093,
1681202087275600896,-0.37750,-0.04458,0.04425,0.98922,0.00915,0.04113,-0.14022,0.01275,0.00933,0.00100,
1681202087342299392,-0.37774,-0.04497,0.04432,0.98917,0.00958,0.04081,-0.14068,0.00936,0.01139,-0.00163,
1681202087408998656,-0.37779,-0.04495,0.04421,0.98928,0.00902,0.04068,-0.13993,0.00971,0.01186,-0.00298,
1681202087475692544,-0.37769,-0.04475,0.04410,0.98932,0.00877,0.04050,-0.13971,0.01414,0.01077,-0.00111,
1681202087542386176,-0.37760,-0.04479,0.04420,0.98925,0.00914,0.04033,-0.14026,0.01493,0.01054,0.00039,
1681202087609079552,-0.37774,-0.04508,0.04436,0.98923,0.00942,0.04012,-0.14047,0.01092,0.00956,-0.00181,
1681202087675773184,-0.37780,-0.04536,0.04432,0.98926,0.00939,0.03996,-0.14031,0.01213,0.00727,-0.00241,
1681202087742466560,-0.37772,-0.04563,0.04433,0.98923,0.00963,0.03989,-0.14053,0.01571,0.00591,-0.00070,
1681202087809159936,-0.37777,-0.04610,0.04448,0.98909,0.01045,0.03976,-0.14143,0.01447,0.00837,-0.00150,
1681202087875853312,-0.37794,-0.04657,0.04455,0.98918,0.01020,0.03965,-0.14086,0.01155,0.01027,-0.00376,
1681202087942546432,-0.37791,-0.04578,0.04429,0.98927,0.00974,0.03935,-0.14037,0.01235,0.00864,-0.00288,
1681202088009239552,-0.37785,-0.04581,0.04424,0.98923,0.01002,0.03919,-0.14067,0.01499,0.00644,-0.00147,
1681202088075932416,-0.37784,-0.04594,0.04418,0.98913,0.01064,0.03902,-0.14138,0.01486,0.00741,-0.00130,
1681202088142625792,-0.37791,-0.04620,0.04421,0.98910,0.01105,0.03886,-0.14162,0.01318,0.00713,-0.00237,
1681202088209318656,-0.37790,-0.04641,0.04419,0.98910,0.01116,0.03872,-0.14163,0.01483,0.00641,-0.00343,
1681202088276011776,-0.37782,-0.04655,0.04424,0.98905,0.01143,0.03858,-0.14197,0.01673,0.00683,-0.00325,
1681202088342704640,-0.37770,-0.04657,0.04418,0.98906,0.01141,0.03841,-0.14198,0.01550,0.00958,-0.00413,
1681202088409393664,-0.37773,-0.04652,0.04415,0.98915,0.01101,0.03823,-0.14142,0.01282,0.00844,-0.00401,
1681202088476124928,-0.37774,-0.04646,0.04410,0.98917,0.01093,0.03806,-0.14131,0.01477,0.00600,-0.00350,
1681202088542856448,-0.37760,-0.04643,0.04411,0.98912,0.01120,0.03789,-0.14170,0.01729,0.00601,-0.00328,
1681202088609588736,-0.37752,-0.04647,0.04424,0.98914,0.01120,0.03770,-0.14165,0.01698,0.00669,-0.00336,
1681202088676321280,-0.37733,-0.04611,0.04401,0.98906,0.01178,0.03739,-0.14224,0.01509,0.00461,-0.00253,
1681202088743054592,-0.37739,-0.04635,0.04412,0.98896,0.01240,0.03721,-0.14287,0.01722,0.00440,-0.00321,
1681202088809788416,-0.37739,-0.04659,0.04424,0.98886,0.01302,0.03712,-0.14359,0.01877,0.00706,-0.00299,
1681202088876523008,-0.37746,-0.04698,0.04443,0.98884,0.01323,0.03708,-0.14367,0.01734,0.00808,-0.00335,
1681202088943257856,-0.37731,-0.04686,0.04429,0.98881,0.01351,0.03692,-0.14393,0.01648,0.00619,-0.00293,
1681202089009992960,-0.37726,-0.04700,0.04435,0.98869,0.01410,0.03680,-0.14471,0.01886,0.00499,-0.00344,
1681202089076729344,-0.37714,-0.04721,0.04439,0.98867,0.01429,0.03679,-0.14484,0.01828,0.00509,-0.00379,
1681202089143465728,-0.37721,-0.04755,0.04434,0.98870,0.01446,0.03671,-0.14461,0.01632,0.00190,-0.00232,
1681202089210203136,-0.37627,-0.04704,0.04310,0.98845,0.01594,0.03583,-0.14639,0.00824,-0.00102,0.00032,
1681202089276940544,-0.37684,-0.04759,0.04391,0.98831,0.01657,0.03570,-0.14727,0.00506,0.00202,-0.00226,
1681202089343678976,-0.37682,-0.04740,0.04374,0.98853,0.01547,0.03563,-0.14596,0.00359,0.00396,-0.00210,
1681202089410421504,-0.37666,-0.04717,0.04356,0.98859,0.01518,0.03547,-0.14558,0.00370,0.00034,-0.00032,
1681202089477115648,-0.37670,-0.04742,0.04356,0.98845,0.01600,0.03527,-0.14650,0.00299,-0.00198,0.00006,
1681202089543809536,-0.37676,-0.04780,0.04361,0.98838,0.01643,0.03519,-0.14693,0.00396,-0.00184,-0.00101,
1681202089610503424,-0.37669,-0.04794,0.04364,0.98834,0.01677,0.03515,-0.14721,0.00622,-0.00180,0.00072,
1681202089677197312,-0.37669,-0.04821,0.04376,0.98821,0.01756,0.03506,-0.14803,0.00462,-0.00062,0.00007,
1681202089743890944,-0.37672,-0.04861,0.04386,0.98812,0.01813,0.03502,-0.14856,0.00404,-0.00098,-0.00069,
1681202089810585088,-0.37659,-0.04883,0.04384,0.98804,0.01857,0.03495,-0.14905,0.00610,-0.00141,-0.00106,
1681202089877278464,-0.37641,-0.04895,0.04377,0.98793,0.01914,0.03482,-0.14975,0.00689,0.00027,-0.00048,
1681202089943972096,-0.37640,-0.04915,0.04386,0.98789,0.01943,0.03473,-0.14998,0.00519,0.00090,-0.00022,
1681202090010665728,-0.37640,-0.04953,0.04397,0.98780,0.01998,0.03469,-0.15050,0.00561,-0.00181,0.00001,
1681202090077359360,-0.37628,-0.04984,0.04417,0.98762,0.02093,0.03465,-0.15156,0.00828,-0.00523,0.00155,
1681202090144052992,-0.37558,-0.04925,0.04401,0.98724,0.02272,0.03448,-0.15377,0.01003,-0.00698,0.00229,
1681202090210746368,-0.37559,-0.04994,0.04423,0.98689,0.02461,0.03439,-0.15577,0.00771,-0.00438,0.00165,
1681202090277439488,-0.37516,-0.04984,0.04456,0.98662,0.02586,0.03406,-0.15734,0.00330,-0.00152,0.00138,
1681202090344133120,-0.37455,-0.05037,0.04420,0.98643,0.02694,0.03380,-0.15842,0.00667,-0.00580,0.00178,
1681202090410825984,-0.37429,-0.05081,0.04437,0.98610,0.02851,0.03375,-0.16017,0.00856,-0.00831,0.00389,
1681202090477523200,-0.37264,-0.05053,0.04503,0.98558,0.03097,0.03363,-0.16290,0.01305,-0.00626,0.00728,
1681202090544220672,-0.37250,-0.05140,0.04506,0.98511,0.03312,0.03336,-0.16539,0.00631,-0.00493,0.00371,
1681202090610918144,-0.37310,-0.05282,0.04467,0.98485,0.03427,0.03304,-0.16675,0.00450,-0.00379,0.00046,
1681202090677615104,-0.37304,-0.05312,0.04480,0.98472,0.03487,0.03299,-0.16741,0.00532,-0.00213,0.00016,
1681202090744312576,-0.37270,-0.05327,0.04480,0.98453,0.03568,0.03273,-0.16842,0.00420,-0.00076,0.00060,
1681202090811009792,-0.37241,-0.05353,0.04479,0.98433,0.03659,0.03246,-0.16941,0.00374,-0.00300,-0.00005,
1681202090877707008,-0.37218,-0.05422,0.04485,0.98409,0.03777,0.03232,-0.17058,0.00749,-0.00852,0.00119,
1681202090944404480,-0.37177,-0.05502,0.04509,0.98366,0.03976,0.03231,-0.17259,0.01110,-0.01308,0.00475,
1681202091011101440,-0.37136,-0.05610,0.04551,0.98301,0.04269,0.03233,-0.17556,0.01047,-0.01774,0.00650,
1681202091077798656,-0.37090,-0.05757,0.04592,0.98222,0.04621,0.03235,-0.17907,0.01237,-0.02066,0.00573,
1681202091144495872,-0.36935,-0.05891,0.04569,0.98157,0.04909,0.03202,-0.18189,0.02372,-0.02534,-0.00228,
1681202091211192832,-0.36768,-0.06084,0.04578,0.98093,0.05184,0.03140,-0.18469,0.04018,-0.02983,-0.00841,
1681202091277890304,-0.36491,-0.06310,0.04528,0.98062,0.05349,0.03045,-0.18602,0.05121,-0.03519,-0.01190,
1681202091344587008,-0.35817,-0.06101,0.04648,0.97965,0.05767,0.03062,-0.18977,0.07293,-0.03339,0.00610,
1681202091411284224,-0.35896,-0.06921,0.04454,0.97805,0.06354,0.02825,-0.19642,0.03482,-0.04374,-0.00095,
1681202091477983744,-0.35776,-0.07148,0.04476,0.97599,0.07004,0.02725,-0.20446,0.00677,-0.01301,0.00566,
1681202091544683264,-0.35775,-0.07137,0.04473,0.97564,0.07077,0.02688,-0.20592,-0.00543,0.02358,-0.00634,
1681202091611382272,-0.35822,-0.07022,0.04430,0.97692,0.06623,0.02681,-0.20130,-0.00902,0.04022,-0.00536,
1681202091678081792,-0.35864,-0.06851,0.04413,0.97840,0.06104,0.02720,-0.19561,-0.00941,0.02592,-0.00010,
1681202091744781312,-0.35897,-0.06811,0.04425,0.97854,0.06048,0.02718,-0.19512,0.00044,-0.00057,0.00028,
1681202091811481088,-0.35882,-0.06888,0.04449,0.97800,0.06231,0.02698,-0.19724,0.00937,-0.00935,0.00493,
1681202091878180608,-0.35864,-0.06940,0.04469,0.97753,0.06391,0.02687,-0.19906,0.00549,-0.00256,0.00200,
1681202091944879872,-0.35881,-0.06950,0.04465,0.97728,0.06463,0.02657,-0.20009,0.00066,0.00850,-0.00201,
1681202092011579392,-0.35903,-0.06904,0.04443,0.97775,0.06293,0.02640,-0.19837,0.00013,0.01449,-0.00470,
1681202092078278912,-0.35906,-0.06840,0.04423,0.97829,0.06102,0.02639,-0.19630,0.00420,0.00603,-0.00176,
1681202092144978432,-0.35902,-0.06837,0.04432,0.97815,0.06145,0.02631,-0.19685,0.00644,-0.00390,0.00238,
1681202092211678208,-0.35897,-0.06892,0.04447,0.97769,0.06309,0.02612,-0.19865,0.00527,-0.00440,0.00215,
1681202092278377984,-0.35900,-0.06938,0.04453,0.97738,0.06418,0.02599,-0.19983,0.00334,0.00138,-0.00084,
1681202092345077760,-0.35907,-0.06940,0.04443,0.97755,0.06365,0.02596,-0.19917,0.00323,0.00467,-0.00312,
1681202092411777280,-0.35901,-0.06928,0.04436,0.97763,0.06336,0.02591,-0.19888,0.00603,0.00315,-0.00091,
1681202092478470912,-0.35896,-0.06931,0.04438,0.97762,0.06343,0.02581,-0.19892,0.00491,0.00225,-0.00015,
1681202092545163776,-0.35907,-0.06946,0.04447,0.97750,0.06388,0.02569,-0.19938,0.00274,0.00324,-0.00150,
1681202092611857152,-0.35911,-0.06940,0.04446,0.97754,0.06373,0.02564,-0.19922,0.00493,0.00516,-0.00175,
1681202092678550272,-0.35904,-0.06913,0.04438,0.97767,0.06320,0.02555,-0.19876,0.00507,0.00838,-0.00290,
1681202092745243392,-0.35898,-0.06877,0.04430,0.97788,0.06243,0.02546,-0.19798,0.00616,0.00793,-0.00129,
1681202092811936512,-0.35898,-0.06871,0.04437,0.97793,0.06232,0.02538,-0.19780,0.00525,0.00341,0.00018,
1681202092878629376,-0.35905,-0.06895,0.04443,0.97767,0.06314,0.02527,-0.19882,0.00557,0.00315,-0.00116,
1681202092945322240,-0.35907,-0.06892,0.04440,0.97772,0.06292,0.02524,-0.19865,0.00594,0.00670,-0.00269,
1681202093012015104,-0.35900,-0.06856,0.04431,0.97791,0.06220,0.02519,-0.19794,0.00586,0.00771,-0.00239,
1681202093078707968,-0.35895,-0.06837,0.04430,0.97798,0.06196,0.02507,-0.19770,0.00551,0.00545,-0.00075,
1681202093145400576,-0.35900,-0.06847,0.04433,0.97796,0.06207,0.02498,-0.19778,0.00434,0.00320,-0.00113,
1681202093212093696,-0.35904,-0.06863,0.04433,0.97790,0.06231,0.02492,-0.19802,0.00539,0.00201,-0.00205,
1681202093278786048,-0.35900,-0.06875,0.04433,0.97783,0.06257,0.02489,-0.19829,0.00809,0.00159,-0.00097,
1681202093345478656,-0.35899,-0.06889,0.04441,0.97778,0.06281,0.02487,-0.19847,0.00716,0.00252,-0.00084,
1681202093412171008,-0.35904,-0.06897,0.04447,0.97774,0.06298,0.02481,-0.19858,0.00582,0.00418,-0.00090,
1681202093478864640,-0.35912,-0.06902,0.04446,0.97776,0.06298,0.02476,-0.19851,0.00485,0.00342,-0.00211,
1681202093545558784,-0.35909,-0.06910,0.04445,0.97773,0.06310,0.02475,-0.19864,0.00742,0.00243,-0.00198,
1681202093612252160,-0.35899,-0.06912,0.04445,0.97766,0.06331,0.02472,-0.19892,0.00815,0.00389,-0.00157,
1681202093678945792,-0.35898,-0.06914,0.04447,0.97768,0.06327,0.02466,-0.19881,0.00705,0.00476,-0.00185,
1681202093745639424,-0.35906,-0.06935,0.04455,0.97768,0.06333,0.02463,-0.19880,0.00523,0.00328,-0.00246,
1681202093812332800,-0.35907,-0.06940,0.04455,0.97762,0.06352,0.02458,-0.19905,0.00693,0.00369,-0.00273,
1681202093879026176,-0.35901,-0.06936,0.04451,0.97763,0.06344,0.02458,-0.19902,0.00858,0.00501,-0.00276,
1681202093945719552,-0.35894,-0.06932,0.04448,0.97766,0.06333,0.02453,-0.19894,0.00857,0.00489,-0.00198,
1681202094012412672,-0.35896,-0.06935,0.04453,0.97760,0.06353,0.02446,-0.19914,0.00664,0.00423,-0.00147,
1681202094079105792,-0.35904,-0.06942,0.04454,0.97756,0.06370,0.02437,-0.19932,0.00509,0.00415,-0.00325,
1681202094145799424,-0.35899,-0.06942,0.04450,0.97765,0.06339,0.02441,-0.19894,0.00841,0.00364,-0.00248,
1681202094212492544,-0.35891,-0.06942,0.04449,0.97761,0.06351,0.02439,-0.19915,0.00902,0.00417,-0.00232,
1681202094279185408,-0.35894,-0.06937,0.04449,0.97764,0.06342,0.02434,-0.19903,0.00773,0.00601,-0.00294,
1681202094345878272,-0.35895,-0.06931,0.04454,0.97770,0.06325,0.02430,-0.19877,0.00694,0.00394,-0.00204,
1681202094412571392,-0.35894,-0.06935,0.04455,0.97761,0.06355,0.02423,-0.19912,0.00706,0.00139,-0.00259,
1681202094479267072,-0.35890,-0.06942,0.04455,0.97751,0.06387,0.02423,-0.19954,0.00899,0.00323,-0.00268,
1681202094545962496,-0.35886,-0.06943,0.04458,0.97750,0.06390,0.02422,-0.19954,0.00900,0.00389,-0.00228,
1681202094612658176,-0.35889,-0.06954,0.04466,0.97745,0.06414,0.02417,-0.19972,0.00757,0.00247,-0.00150,
1681202094679353600,-0.35899,-0.06979,0.04476,0.97733,0.06460,0.02412,-0.20017,0.00657,0.00190,-0.00263,
1681202094746049280,-0.35901,-0.06991,0.04478,0.97728,0.06479,0.02412,-0.20035,0.00750,0.00229,-0.00306,
1681202094812744960,-0.35894,-0.06995,0.04480,0.97725,0.06488,0.02414,-0.20045,0.00981,0.00275,-0.00240,
1681202094879440640,-0.35892,-0.07005,0.04483,0.97714,0.06526,0.02407,-0.20089,0.00883,0.00343,-0.00223,
1681202094946136064,-0.35892,-0.06997,0.04482,0.97709,0.06543,0.02395,-0.20107,0.00753,0.00274,-0.00265,
1681202095012831232,-0.35887,-0.06995,0.04480,0.97706,0.06556,0.02389,-0.20121,0.00703,0.00207,-0.00333,
1681202095079526912,-0.35884,-0.07002,0.04479,0.97700,0.06575,0.02389,-0.20142,0.00883,0.00222,-0.00315,
1681202095146222080,-0.35881,-0.07015,0.04485,0.97694,0.06599,0.02392,-0.20166,0.01053,0.00303,-0.00199,
1681202095212917504,-0.35887,-0.07036,0.04495,0.97685,0.06632,0.02388,-0.20196,0.00849,0.00286,-0.00215,
1681202095279612672,-0.35893,-0.07056,0.04502,0.97684,0.06646,0.02386,-0.20200,0.00790,0.00181,-0.00310,
1681202095346308096,-0.35890,-0.07070,0.04501,0.97673,0.06681,0.02383,-0.20239,0.00832,0.00066,-0.00315,
1681202095413003520,-0.35883,-0.07074,0.04494,0.97664,0.06708,0.02379,-0.20275,0.01007,0.00301,-0.00309,
1681202095479697152,-0.35877,-0.07070,0.04493,0.97663,0.06710,0.02375,-0.20278,0.01002,0.00325,-0.00255,
1681202095546390784,-0.35872,-0.07086,0.04501,0.97653,0.06751,0.02366,-0.20315,0.00970,-0.00053,-0.00251,
1681202095613084672,-0.35851,-0.07128,0.04499,0.97632,0.06828,0.02345,-0.20394,0.01528,-0.00465,-0.00538,
1681202095679778048,-0.35757,-0.07176,0.04467,0.97641,0.06805,0.02298,-0.20362,0.03145,-0.00775,-0.01262,
1681202095746471680,-0.35541,-0.07283,0.04381,0.97652,0.06752,0.02150,-0.20345,0.04557,-0.01595,-0.02239,
1681202095813165056,-0.35253,-0.07357,0.04262,0.97655,0.06723,0.02017,-0.20351,0.03508,-0.01730,-0.00249,
1681202095879858432,-0.35227,-0.07417,0.04302,0.97565,0.06988,0.02002,-0.20694,-0.00928,0.00077,0.00324,
1681202095946551808,-0.35476,-0.07294,0.04361,0.97428,0.07325,0.02027,-0.21213,-0.06673,0.05145,0.01967,
1681202096013244928,-0.36033,-0.06850,0.04514,0.97623,0.06720,0.02329,-0.20475,-0.10854,0.08492,0.02563,
1681202096079938048,-0.36619,-0.06248,0.04615,0.97883,0.05825,0.02609,-0.19446,-0.07954,0.08431,0.00938,
1681202096146630912,-0.36768,-0.05846,0.04595,0.98063,0.05108,0.02686,-0.18715,0.01416,0.02633,-0.01194,
1681202096213324288,-0.36514,-0.05903,0.04516,0.98047,0.05158,0.02575,-0.18803,0.07183,-0.05237,-0.01675,
1681202096280017152,-0.35852,-0.06512,0.04350,0.97766,0.06150,0.02201,-0.19979,0.12182,-0.10860,-0.03621,
1681202096346710016,-0.35106,-0.07274,0.04266,0.97463,0.07187,0.01917,-0.21109,0.10653,-0.10930,0.00268,
1681202096413402880,-0.34867,-0.07806,0.04353,0.97117,0.08290,0.01854,-0.22276,-0.00374,-0.05164,0.02086,
1681202096480100864,-0.35143,-0.07862,0.04450,0.96814,0.09104,0.01872,-0.23251,-0.07374,0.03440,0.02462,
1681202096546798592,-0.35765,-0.07445,0.04613,0.97053,0.08476,0.02220,-0.22449,-0.10549,0.09071,0.02940,
1681202096613496320,-0.36386,-0.06825,0.04704,0.97500,0.07172,0.02552,-0.20878,-0.07524,0.09127,-0.00252,
1681202096680194048,-0.36587,-0.06401,0.04651,0.97887,0.05930,0.02713,-0.19381,0.02515,0.01794,-0.01295,
1681202096746891776,-0.36043,-0.06539,0.04591,0.97717,0.06443,0.02479,-0.20093,0.13827,-0.07621,-0.03698,
1681202096813589504,-0.34915,-0.07240,0.04093,0.97358,0.07446,0.01703,-0.21518,0.19756,-0.10973,-0.08592,
1681202096880287488,-0.33799,-0.07987,0.03751,0.97651,0.06702,0.01442,-0.20427,0.11902,-0.09806,-0.01838,
1681202096946984960,-0.33501,-0.08496,0.03828,0.97540,0.07273,0.01477,-0.20759,-0.01755,-0.07057,0.02206,
1681202097013682944,-0.34010,-0.08712,0.04211,0.96717,0.09583,0.01483,-0.23490,-0.10744,0.00332,0.07105,
1681202097080380672,-0.34836,-0.08450,0.04597,0.96377,0.10450,0.01836,-0.24472,-0.11856,0.08843,0.03996,
1681202097147078400,-0.35484,-0.07845,0.04650,0.96788,0.09336,0.02014,-0.23257,-0.04104,0.10400,-0.02348,
1681202097213776128,-0.35398,-0.07378,0.04418,0.97338,0.07663,0.01970,-0.21509,0.05380,0.04717,-0.02955,
1681202097280473600,-0.34984,-0.07222,0.04151,0.97665,0.06601,0.01803,-0.20363,0.06600,-0.01330,-0.03716,
1681202097347171328,-0.34528,-0.07490,0.04075,0.97646,0.06718,0.01687,-0.20425,0.03435,-0.05498,0.00925,
1681202097413869056,-0.34446,-0.07922,0.04179,0.97223,0.08061,0.01580,-0.21914,0.00581,-0.05220,0.01280,
1681202097480561920,-0.34448,-0.08166,0.04202,0.96939,0.08850,0.01495,-0.22852,0.00218,0.00049,-0.00049,
1681202097547255040,-0.34558,-0.08082,0.04273,0.97232,0.08057,0.01557,-0.21878,-0.00494,0.02815,-0.00448,
1681202097613948160,-0.34599,-0.07916,0.04114,0.97414,0.07505,0.01543,-0.21256,-0.00226,0.01512,-0.00362,
1681202097680641024,-0.34615,-0.07882,0.04086,0.97423,0.07472,0.01525,-0.21227,0.00081,-0.00522,0.00117,
1681202097747333888,-0.34614,-0.07971,0.04115,0.97359,0.07684,0.01516,-0.21444,0.00256,-0.01487,0.00312,
1681202097814026240,-0.34590,-0.08057,0.04121,0.97288,0.07905,0.01502,-0.21685,0.00282,-0.00681,0.00018,
1681202097880718848,-0.34572,-0.08045,0.04113,0.97301,0.07867,0.01500,-0.21642,0.00328,0.00685,-0.00093,
1681202097947411456,-0.34580,-0.07999,0.04092,0.97355,0.07700,0.01505,-0.21456,0.00093,0.00856,-0.00194,
1681202098014104320,-0.34584,-0.07999,0.04081,0.97382,0.07623,0.01506,-0.21362,0.00208,-0.00104,-0.00034,
1681202098080796672,-0.34596,-0.08020,0.04091,0.97351,0.07720,0.01498,-0.21469,0.00276,-0.00433,-0.00002,
1681202098147489024,-0.34599,-0.08014,0.04084,0.97362,0.07690,0.01490,-0.21430,0.00155,0.00624,-0.00223,
1681202098214181376,-0.34626,-0.07921,0.04054,0.97456,0.07398,0.01489,-0.21102,-0.00449,0.02281,-0.00849,
1681202098280873472,-0.34687,-0.07741,0.04013,0.97641,0.06809,0.01524,-0.20433,-0.00803,0.03033,-0.00363,
1681202098347565568,-0.34821,-0.07551,0.04061,0.97704,0.06572,0.01609,-0.20203,-0.02845,0.02976,0.01735,
1681202098414257664,-0.35167,-0.07264,0.04246,0.97550,0.06997,0.01777,-0.20781,-0.07838,0.04043,0.04186,
1681202098480956416,-0.35793,-0.06928,0.04507,0.97323,0.07589,0.01967,-0.21605,-0.09463,0.07260,0.02632,
1681202098547654656,-0.36303,-0.06470,0.04506,0.97566,0.06792,0.02065,-0.20746,-0.04331,0.07146,-0.02482,
1681202098614352896,-0.36327,-0.06220,0.04306,0.98079,0.05135,0.02089,-0.18702,0.04562,-0.00062,-0.02965,
1681202098681051392,-0.35340,-0.06266,0.04057,0.98195,0.04708,0.01783,-0.18232,0.15975,-0.05558,-0.05113,
1681202098747750144,-0.34599,-0.06756,0.03668,0.98135,0.04857,0.01395,-0.18547,0.13561,-0.04175,-0.02159,
1681202098814448640,-0.34270,-0.06932,0.03745,0.98148,0.04880,0.01499,-0.18464,-0.01520,-0.01960,0.03382,
1681202098881146880,-0.34857,-0.07093,0.03998,0.97788,0.06238,0.01626,-0.19901,-0.12258,-0.01253,0.05809,
1681202098947845376,-0.35796,-0.07163,0.04441,0.97299,0.07879,0.01919,-0.21613,-0.13705,0.01268,0.06468,
1681202099014544128,-0.36535,-0.06951,0.04730,0.97186,0.08262,0.02173,-0.21953,-0.06866,0.05250,0.01887,
1681202099081242368,-0.36555,-0.06539,0.04660,0.97500,0.07252,0.02201,-0.20889,0.05337,0.05142,-0.02927,
