1681286279113372928,0.07827,0.00590,-0.02509,0.96005,-0.10204,0.24390,0.09172,
1681286279180131072,0.09629,0.00929,-0.01787,0.96394,-0.10702,0.22029,0.10411,
1681286279246889216,0.06766,0.00671,0.00148,0.97031,-0.10152,0.19056,0.10898,
1681286279313648384,0.04763,0.00349,0.00257,0.97649,-0.08999,0.16422,0.10681,
1681286279380408320,0.09210,0.00271,-0.00866,0.98226,-0.07929,0.13424,0.10420,
1681286279447168256,0.04562,-0.00995,0.00097,0.98579,-0.06913,0.11555,0.10043,
1681286279513855488,0.03254,-0.00859,-0.00371,0.98721,-0.06530,0.10163,0.10403,
1681286279580542208,0.08004,-0.01136,-0.03602,0.98842,-0.05901,0.08988,0.10706,
1681286279647228928,0.09795,-0.00722,-0.04179,0.99017,-0.05115,0.07952,0.10304,
1681286279713915648,0.12730,-0.00277,-0.04628,0.99238,-0.03914,0.07386,0.09050,
1681286279780601856,0.15842,0.00891,-0.05290,0.99383,-0.02967,0.07209,0.07890,
1681286279913973760,0.21128,0.03583,-0.05917,0.99311,-0.03098,0.07781,0.08192,
1681286279980659712,0.23344,0.04927,-0.06278,0.99144,-0.03815,0.08186,0.09434,
1681286280047345152,0.24660,0.05724,-0.06380,0.98838,-0.04828,0.08575,0.11589,
1681286280114030848,0.26259,0.06444,-0.06468,0.98526,-0.05427,0.09090,0.13437,
1681286280180715776,0.28014,0.07263,-0.06885,0.98334,-0.05344,0.09622,0.14466,
1681286280314085632,0.29851,0.07881,-0.06728,0.98185,-0.04773,0.10150,0.15292,
1681286280380770560,0.30872,0.08187,-0.06692,0.97918,-0.05094,0.09947,0.16945,
1681286280447455232,0.31267,0.08194,-0.06871,0.97372,-0.06126,0.09423,0.19807,
1681286280514142464,0.31362,0.08105,-0.07031,0.96730,-0.07125,0.08826,0.22684,
1681286280580830208,0.31206,0.07825,-0.07208,0.96178,-0.07642,0.08319,0.24944,
1681286280647517696,0.30949,0.07379,-0.07348,0.95489,-0.08214,0.07941,0.27411,
1681286280714204672,0.30184,0.06952,-0.06950,0.94728,-0.09111,0.07465,0.29798,
1681286280780891648,0.30745,0.06738,-0.07349,0.94326,-0.08861,0.07251,0.31169,
1681286280914265088,0.31087,0.05802,-0.07680,0.94089,-0.06641,0.07608,0.32331,
1681286281047637760,0.31699,0.04725,-0.07772,0.94624,-0.02958,0.08443,0.31086,
1681286281114323968,0.32161,0.03831,-0.07873,0.95165,-0.00838,0.08921,0.29382,
1681286281181009664,0.32496,0.02892,-0.07866,0.95556,0.01269,0.09182,0.27985,
1681286281314381056,0.34352,0.01483,-0.08234,0.94906,0.02398,0.09162,0.30052,
1681286281381066240,0.35225,0.00925,-0.08531,0.94144,0.01968,0.08689,0.32520,
1681286281447751936,0.36571,0.00593,-0.08802,0.93591,0.02188,0.08466,0.34120,
1681286281514441728,0.38343,0.00557,-0.08945,0.92984,0.02345,0.08462,0.35734,
1681286281581131520,0.40291,0.00885,-0.08853,0.92403,0.02350,0.08717,0.37150,
1681286281647821056,0.42372,0.01551,-0.08445,0.91411,0.01518,0.09173,0.39466,
1681286281714510336,0.44277,0.02304,-0.07853,0.89635,-0.00506,0.09259,0.43355,
1681286281781199616,0.44934,0.03043,-0.07122,0.86558,-0.04297,0.08019,0.49244,
1681286281847888896,0.46680,0.03809,-0.07596,0.81080,-0.09436,0.06392,0.57412,
1681286281914577920,0.47332,0.03958,-0.06600,0.73658,-0.14883,0.04053,0.65852,
1681286281981266688,0.47572,0.04653,-0.07726,0.66335,-0.19522,0.01596,0.72222,
1681286282047955456,0.46868,0.04910,-0.07508,0.59477,-0.23069,-0.01067,0.77001,
1681286282114643968,0.50038,0.06039,-0.05953,0.55448,-0.24280,-0.00912,0.79593,
1681286282181332480,0.51680,0.07273,-0.05519,0.57876,-0.22273,0.01597,0.78433,
1681286282248020736,0.53880,0.09358,-0.04251,0.65870,-0.17058,0.06645,0.72980,
1681286282314708736,0.54750,0.15129,-0.04058,0.72751,-0.12722,0.10940,0.66526,
1681286282381396736,0.56872,0.15272,-0.03781,0.73611,-0.11393,0.12090,0.65615,
1681286282448084736,0.60468,0.17027,-0.02685,0.68792,-0.14403,0.10442,0.70365,
1681286282514776320,0.57209,0.19018,-0.04043,0.63946,-0.17041,0.08021,0.74539,
1681286282581467392,0.57376,0.21430,-0.03612,0.61682,-0.18160,0.07716,0.76197,
1681286282648158464,0.57765,0.25271,-0.03295,0.59739,-0.19213,0.07712,0.77477,
1681286282714849792,0.57505,0.28093,-0.03134,0.56865,-0.20519,0.07205,0.79331,
1681286282781540608,0.57195,0.30653,-0.03058,0.53406,-0.21642,0.06407,0.81476,
1681286282848231424,0.56803,0.33818,-0.02551,0.49695,-0.22509,0.05409,0.83633,
1681286282914921728,0.56422,0.38037,-0.02807,0.46508,-0.22842,0.04867,0.85391,
